longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,per_room_household,population_in_household,dist_to_LA,dist_to_SF,median_price
-117.92,34.06,35,2894,467.0,1420,479,5.184,224900,<1H OCEAN,6.041753653444676,2.964509394572025,0.3201562118716358,5.824448471743909,12.348235390461605
-122.08,37.63,37,1793,364.0,1534,346,3.6458,156600,NEAR BAY,5.182080924855492,4.433526011560693,5.249952380736426,0.3584689665786971,11.999043803488863
-121.67,38.54,13,6141,1019.0,2553,967,4.2432,326500,INLAND,6.350568769389866,2.640124095139607,5.650221234606665,1.0679419459876958,12.091449175347881
-118.33,33.89,42,1816,338.0,897,306,5.1874,230800,<1H OCEAN,5.934640522875817,2.931372549019608,0.1835755975068569,5.630346348138808,12.470841222758061
-122.42,37.62,36,1017,165.0,407,159,4.8,306800,NEAR OCEAN,6.39622641509434,2.559748427672956,5.497026468919361,0.1503329637837351,12.72019652187184
-120.45,34.66,7,3329,504.0,1462,452,4.7875,198300,NEAR OCEAN,7.365044247787611,3.234513274336283,2.2926403991904256,3.676098475285995,12.161491723006296
-118.31,34.02,52,1173,284.0,814,295,2.45,111400,<1H OCEAN,3.976271186440678,2.759322033898305,0.0761577310586435,5.556302727533836,11.900891264758835
-118.08,34.07,32,4089,975.0,3775,955,3.29,205500,<1H OCEAN,4.281675392670157,3.952879581151832,0.161245154965968,5.695515779979896,12.083622184888538
-118.04,33.88,17,4807,838.0,3059,853,5.7619,297300,<1H OCEAN,5.635404454865181,3.586166471277843,0.2624880949681216,5.850555529178398,12.411979956928686
-122.05,36.96,30,971,185.0,644,173,4.2045,226500,NEAR OCEAN,5.61271676300578,3.722543352601156,4.794183976444796,0.8863972021616513,12.284694039060854
-118.43,34.3,33,2443,498.0,1601,484,4.0223,146000,<1H OCEAN,5.047520661157025,3.307851239669421,0.3140063693621588,5.280274614070746,12.095175512834535
-117.14,33.15,16,1129,198.0,758,178,5.0346,174600,<1H OCEAN,6.342696629213483,4.258426966292135,1.421267040355184,7.008373563102926,12.057687803112739
-121.86,37.66,22,3634,664.0,1699,640,4.1597,293200,INLAND,5.678125,2.6546875,5.112386918064793,0.5608921464952048,12.285519254712648
-118.35,33.8,32,1434,296.0,672,285,4.875,311700,<1H OCEAN,5.031578947368421,2.357894736842105,0.273130005674953,5.678424077153808,12.7226722250799
-118.25,34.02,35,1368,486.0,2239,461,1.913,114300,<1H OCEAN,2.9674620390455533,4.856832971800434,0.0316227766016797,5.600723167591839,11.779496533431372
-121.9,37.39,42,42,14.0,26,14,1.7361,500001,<1H OCEAN,3.0,1.8571428571428568,4.954916750057472,0.636003144646308,12.194230441311618
-117.21,33.13,19,3068,596.0,912,554,3.775,168000,NEAR OCEAN,5.537906137184115,1.6462093862815883,1.381050324933886,6.969189335927101,12.357034929390624
-119.63,36.58,22,1794,435.0,1127,359,1.2647,55300,INLAND,4.997214484679666,3.139275766016713,2.8866936103438494,3.0239874338363277,10.983145488771662
-117.0,34.89,29,2637,512.0,1188,446,2.99,69400,INLAND,5.91255605381166,2.663677130044843,1.497731618147922,6.1288253360656295,11.144335622014793
-122.54,37.74,42,2006,415.0,1230,435,4.1786,271100,NEAR OCEAN,4.611494252873563,2.827586206896552,5.66622449255235,0.133416640641273,12.483555454155296
-118.15,33.78,13,3056,861.0,1600,824,3.3003,207800,NEAR OCEAN,3.70873786407767,1.941747572815534,0.2846049894151469,5.836754235017946,12.178550193290162
-117.27,33.2,34,1852,322.0,978,332,4.3542,156900,<1H OCEAN,5.578313253012048,2.9457831325301207,1.2897286536322237,6.877826691622871,12.12667353218946
-117.1,32.71,29,3422,713.0,2775,644,1.7075,86900,NEAR OCEAN,5.313664596273292,4.309006211180124,1.7593180496999374,7.334827878007776,11.370895801395069
-118.16,33.97,39,1444,447.0,1890,416,2.1181,176600,<1H OCEAN,3.4711538461538463,4.543269230769231,0.1131370849898451,5.701096385784057,11.915705100684614
-117.73,34.12,26,6459,894.0,2487,885,6.2089,261800,INLAND,7.298305084745762,2.810169491525424,0.514781507049341,5.935056865776433,12.416477926032844
-116.52,32.9,18,4454,852.0,1754,656,4.57,189900,INLAND,6.789634146341464,2.673780487804878,2.069033590834134,7.642578099044853,11.973024119514045
-118.41,34.19,37,1993,425.0,939,400,2.8021,224600,<1H OCEAN,4.9825,2.3475,0.220227155455454,5.368090908321136,12.374386712616221
-117.57,33.88,39,679,164.0,769,179,2.3036,110600,INLAND,3.793296089385475,4.29608938547486,0.6912307863514185,6.209484680712244,11.612048938710904
-121.29,37.96,52,888,324.0,630,258,1.2411,112500,INLAND,3.441860465116279,2.441860465116279,4.9588910050534585,1.136001760562006,11.24214805546618
-121.15,38.89,20,2024,313.0,879,309,5.2903,239400,INLAND,6.550161812297735,2.8446601941747574,5.6474507523306565,1.6858232410309129,12.242598789671025
-118.66,34.43,9,2356,469.0,1556,386,3.775,155000,INLAND,6.103626943005182,4.0310880829015545,0.5663920903402548,5.021762638755442,11.855816538066593
-121.41,38.57,16,4429,1124.0,1538,960,3.2443,190700,INLAND,4.613541666666666,1.6020833333333333,5.520806100561768,1.280624847486568,11.73132771851406
-118.24,33.97,37,1053,263.0,1354,292,2.5833,112500,<1H OCEAN,3.606164383561644,4.636986301369863,0.0799999999999983,5.641710733456657,11.65120913074229
-118.44,34.06,28,3910,959.0,1763,867,5.5,500001,<1H OCEAN,4.509803921568627,2.033448673587082,0.2002498439450109,5.433691194758863,13.019192511417549
-117.58,34.02,4,5998,1092.0,3182,1042,5.2692,174800,INLAND,5.756238003838772,3.053742802303263,0.6606814663663535,6.114850774957635,12.124754124159363
-119.33,36.19,27,418,163.0,332,141,1.0714,63800,INLAND,2.964539007092198,2.354609929078014,2.401603630909982,3.461618118741581,11.046875753645198
-118.2,34.21,42,1493,237.0,665,224,6.7571,443900,<1H OCEAN,6.665178571428571,2.96875,0.164924225024708,5.513410922468954,12.94479759488739
-121.92,37.32,31,1902,554.0,1485,494,2.4207,165600,<1H OCEAN,3.850202429149797,3.006072874493927,4.92293611577482,0.665281895139194,12.247127106108797
-119.38,36.55,31,2342,439.0,1411,465,3.017,72000,INLAND,5.036559139784946,3.034408602150537,2.7476535443901957,3.266389444019194,11.255333560145832
-121.97,37.44,17,127,28.0,219,22,4.5179,112500,<1H OCEAN,5.7727272727272725,9.954545454545457,5.040337290301119,0.5500000000000014,12.093831170495074
-116.87,32.72,13,3268,491.0,1431,503,5.7652,259900,<1H OCEAN,6.497017892644135,2.84493041749503,1.9093978108293643,7.49627240700336,12.43088481882469
-118.28,33.99,49,2174,481.0,1861,484,1.7159,95000,<1H OCEAN,4.491735537190083,3.8450413223140494,0.0721110255092792,5.598687346155344,11.5240090467935
-121.28,38.68,14,11442,2690.0,6068,2435,2.6016,121200,INLAND,4.6989733059548255,2.491991786447638,5.538817563343287,1.4508618128546853,11.615585741451124
-118.01,34.15,52,2234,472.0,986,439,3.9125,265500,INLAND,5.088838268792711,2.2460136674259683,0.2507987240796802,5.697753943441218,12.357648585695804
-116.98,32.75,18,1519,369.0,802,347,2.9886,170800,<1H OCEAN,4.377521613832853,2.3112391930835736,1.8104143172213285,7.394950980229684,11.785054074074928
-121.65,36.67,52,2351,459.0,1169,439,2.8924,169600,<1H OCEAN,5.355353075170843,2.662870159453303,4.300290687848915,1.3370115930686577,12.113512770467151
-118.23,34.16,31,3105,582.0,1359,547,5.1718,429100,<1H OCEAN,5.676416819012797,2.4844606946983547,0.1104536101718712,5.52308790442448,12.751920342975534
-118.4,34.1,27,3979,510.0,1351,520,15.0001,500001,<1H OCEAN,7.651923076923077,2.598076923076923,0.1676305461424136,5.435899189646543,13.134503954978408
-117.94,34.04,36,1431,354.0,1367,334,3.5592,160200,<1H OCEAN,4.284431137724551,4.092814371257485,0.3001666203960698,5.821838197682929,11.952147917929073
-118.01,33.85,29,3061,612.0,2396,640,4.6326,195200,<1H OCEAN,4.7828125,3.74375,0.3047950130825529,5.892910995424922,12.146605324729673
-122.67,38.44,29,2551,448.0,1165,456,4.3587,196400,<1H OCEAN,5.594298245614035,2.554824561403509,6.236745946405069,0.7186793443532348,12.332938189188173
-117.46,34.14,10,714,131.0,381,119,0.8926,116100,INLAND,6.0,3.201680672268908,0.7851751396981457,6.138354828453635,11.720595400962425
-121.42,38.57,38,1878,338.0,710,342,3.7731,161400,INLAND,5.491228070175438,2.076023391812865,5.526554080075583,1.2728314892396342,11.811685814204969
-118.4,34.03,36,1831,296.0,871,269,8.1484,500001,<1H OCEAN,6.806691449814126,3.2379182156133828,0.1612451549659812,5.483402228543875,13.094598297222891
-122.77,38.33,32,2054,324.0,843,306,4.5875,290700,<1H OCEAN,6.712418300653595,2.7549019607843137,6.232118419927531,0.6657326790837251,12.457397920902642
-117.86,33.62,23,3166,411.0,1092,345,7.9367,500001,<1H OCEAN,9.1768115942029,3.165217391304348,0.5738466694161396,6.158327695080867,12.924329148435028
-123.53,38.93,38,1706,355.0,506,211,2.5625,165600,NEAR OCEAN,8.085308056872037,2.398104265402844,7.197117478546539,1.6124515496597107,11.593732540140952
-121.43,38.54,42,3321,688.0,1346,658,2.4618,101300,INLAND,5.047112462006079,2.045592705167173,5.507830788976736,1.2463145670335294,11.601912486019298
-118.36,33.81,25,9042,2022.0,4458,1944,4.5592,378800,<1H OCEAN,4.651234567901234,2.29320987654321,0.2683281572999722,5.664282831921441,12.81613918453961
-124.23,40.81,52,1112,209.0,544,172,3.3462,50800,NEAR OCEAN,6.465116279069767,3.1627906976744184,9.03203742242027,3.543162429243122,11.50855845823717
-121.26,38.7,9,7812,1348.0,3275,1178,4.3826,146600,INLAND,6.631578947368421,2.780135823429541,5.544628030806044,1.478986139218343,12.002874896706007
-122.48,38.51,49,1977,393.0,741,339,3.1312,247600,INLAND,5.831858407079646,2.185840707964602,6.153795576715242,0.7433034373659209,11.975225905969495
-121.61,36.69,19,9899,2617.0,11272,2528,2.0244,118500,<1H OCEAN,3.915743670886076,4.458860759493671,4.280946157101258,1.344023809312918,11.682698087631282
-121.01,37.7,12,9148,1906.0,4656,1853,3.2447,142200,INLAND,4.936859147328656,2.512682137075013,4.582073766320234,1.401748907615047,11.797545717404923
-121.89,37.67,19,2034,288.0,852,295,6.5285,300400,INLAND,6.894915254237288,2.888135593220339,5.14071006768521,0.5295280917949454,12.653324447155217
-120.64,35.15,7,7922,1442.0,2863,1197,4.849,275000,<1H OCEAN,6.618212197159566,2.391812865497076,2.640075756488823,3.161850723864112,12.502245738165447
-119.78,36.37,41,831,149.0,443,146,3.1406,100000,INLAND,5.691780821917808,3.0342465753424657,2.7846005099475257,2.9794126938039303,11.302445436378472
-118.33,34.19,45,1505,347.0,799,319,3.138,217000,<1H OCEAN,4.717868338557993,2.504702194357366,0.1664331697709347,5.427964627740312,12.225565008862135
-117.66,35.62,11,5897,1138.0,2728,1072,4.15,85700,INLAND,5.500932835820896,2.544776119402985,1.6737084572887833,5.213923666491486,11.451397979905442
-122.16,37.79,22,12842,2048.0,4985,1967,5.9849,371000,NEAR BAY,6.528723945094052,2.5343162175902387,5.417933185265395,0.2507987240796887,12.636123928110724
-119.69,34.43,37,2801,497.0,1150,476,5.8311,387700,<1H OCEAN,5.8844537815126055,2.4159663865546217,1.4989663104953392,4.307435431901448,13.032085036926242
-118.43,34.21,17,3667,1209.0,2636,1054,2.425,175500,<1H OCEAN,3.4791271347248576,2.500948766603416,0.2483948469674959,5.339850185164368,12.155992726869961
-121.85,37.26,16,1816,241.0,793,234,6.8194,291200,<1H OCEAN,7.760683760683761,3.388888888888889,4.830755634473762,0.757429864739969,12.648326391947249
-122.67,38.33,4,8072,1606.0,4323,1475,3.9518,220300,<1H OCEAN,5.472542372881356,2.930847457627119,6.159813308859293,0.6174139616173231,12.179902549991526
-121.9,37.3,39,3627,666.0,1531,635,4.537,345900,<1H OCEAN,5.711811023622047,2.411023622047244,4.894701216621917,0.6935416353759855,12.518888704066377
-117.93,34.04,30,1336,239.0,905,253,4.8854,178100,<1H OCEAN,5.280632411067193,3.577075098814229,0.3101612483854044,5.829519705773361,12.071669037378337
-118.42,34.27,33,937,216.0,1216,212,3.3214,131300,<1H OCEAN,4.419811320754717,5.735849056603773,0.2842534080710469,5.3075512244348575,11.8941718056874
-118.06,33.82,24,3983,675.0,1568,638,4.6458,213400,<1H OCEAN,6.24294670846395,2.457680250783699,0.2920616373301976,5.875797818169033,12.52372786549923
-118.99,35.37,36,832,198.0,814,174,1.4773,57400,INLAND,4.781609195402299,4.67816091954023,1.5181897114655998,4.1780856860528885,10.772318135359642
-117.23,32.79,23,2578,665.0,989,622,3.5484,238000,NEAR OCEAN,4.144694533762058,1.590032154340836,1.614837453120275,7.185596704519393,12.366827172991194
-119.15,36.29,18,1435,,657,254,2.4281,72500,INLAND,5.649606299212598,2.5866141732283463,2.417788245483882,3.580223456713275,11.329757958798595
-118.34,34.16,44,1717,391.0,848,353,3.6111,254500,<1H OCEAN,4.864022662889519,2.4022662889518416,0.1486606874731903,5.4403124910247564,12.52428458034082
-117.99,33.66,29,1330,293.0,613,236,4.6591,353100,<1H OCEAN,5.635593220338983,2.597457627118644,0.4632493928760193,6.035602703955925,12.56164548064642
-122.3,37.9,38,2263,522.0,1027,509,3.5125,224200,NEAR BAY,4.445972495088409,2.017681728880157,5.595185430349921,0.1702938636592601,12.277257640008818
-120.69,36.84,18,902,195.0,771,174,2.2083,55000,INLAND,5.183908045977011,4.431034482758621,3.71303110679133,1.955326059765991,11.096111967914899
-116.58,33.09,36,992,224.0,334,126,3.0089,134400,INLAND,7.873015873015873,2.6507936507936507,1.917602670002307,7.476048421459025,11.714485005497115
-122.2,37.88,36,1065,160.0,398,155,7.7736,378100,NEAR BAY,6.870967741935484,2.567741935483871,5.509128787748577,0.2370653918225881,12.88945478746499
-122.25,37.77,52,1038,220.0,482,215,3.1771,210200,NEAR BAY,4.8279069767441865,2.2418604651162792,5.469780617172876,0.1599999999999966,12.289756363588854
-118.32,33.84,42,1486,420.0,897,377,1.6228,376100,<1H OCEAN,3.9416445623342176,2.3793103448275863,0.2247220505424358,5.67212482232188,12.147817803384282
-122.06,40.55,17,3057,577.0,1497,556,3.5189,101000,INLAND,5.498201438848921,2.6924460431654675,7.539389895740905,2.8019457525084177,11.548005234090388
-122.43,37.73,52,1142,224.0,494,206,5.0602,298900,NEAR BAY,5.543689320388349,2.3980582524271843,5.57660290858154,0.0447213595500059,12.68792053943154
-117.26,32.81,25,2076,586.0,1060,554,2.8421,227800,NEAR OCEAN,3.747292418772563,1.9133574007220215,1.5805062480104175,7.150111887236445,12.41080457140854
-116.26,33.72,10,9404,1827.0,3208,1283,3.1086,105800,INLAND,7.329696024941543,2.500389711613406,2.007311634998402,7.363762625180142,11.703069392631962
-121.8,39.33,30,1019,192.0,501,185,2.5259,81300,INLAND,5.508108108108108,2.708108108108108,6.368045225970056,1.6750223879100794,11.23648555501867
-117.91,34.02,22,6269,,5587,1251,3.8201,136200,<1H OCEAN,5.01119104716227,4.466027178257394,0.3313608305156156,5.857687256929991,12.03550610390834
-118.08,33.76,26,1967,577.0,692,538,1.6111,54300,<1H OCEAN,3.6561338289962815,1.2862453531598512,0.3312099032335814,5.901609949835724,11.137721639256416
-121.88,39.74,12,14631,3298.0,7517,3262,1.6785,153100,INLAND,4.485285101164929,2.304414469650521,6.754679859179121,2.040049019018905,11.34762886564854
-121.45,38.58,44,2314,415.0,796,388,3.4914,153900,INLAND,5.963917525773196,2.051546391752577,5.55202665699653,1.2560652849274914,11.857435773264944
-119.04,35.36,40,1533,312.0,771,306,3.0435,69500,INLAND,5.009803921568627,2.519607843137255,1.5349592828476015,4.143066497173314,11.146683647426446
-122.42,37.62,43,2367,409.0,1141,400,4.8295,319000,NEAR OCEAN,5.9175,2.8525,5.497026468919361,0.1503329637837351,12.60287688604698
-122.3,37.88,45,453,146.0,749,137,1.475,187500,NEAR BAY,3.3065693430656933,5.467153284671533,5.581442465886401,0.1555634918610396,12.1375618179334
-117.97,33.76,18,1862,399.0,1301,369,3.1771,194000,<1H OCEAN,5.046070460704607,3.5257452574525745,0.3962322551231756,5.982783633059114,12.09333946369587
-118.23,33.89,16,5003,1180.0,4145,1159,2.1389,133400,<1H OCEAN,4.31665228645384,3.576358930112166,0.16031219541881,5.703227156619308,11.658051538048035
-117.88,33.76,37,2988,677.0,2354,666,3.4345,235500,<1H OCEAN,4.486486486486487,3.5345345345345347,0.4622769732530478,6.049876031787764,12.056522238890452
-118.11,33.92,32,1016,190.0,729,177,4.3,151300,<1H OCEAN,5.740112994350283,4.11864406779661,0.1838477631084959,5.771698190307597,12.059898002482601
-121.99,36.98,25,2113,422.0,1365,439,4.6484,234600,NEAR OCEAN,4.813211845102506,3.1093394077448746,4.758928450817473,0.8947066558375495,12.380618371934656
-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,399200,NEAR OCEAN,7.734673111167642,3.274739252098702,0.5510898293382002,5.119472629089838,12.981338797397262
-122.33,37.93,34,2326,471.0,1356,441,2.3475,90300,NEAR BAY,5.27437641723356,3.074829931972789,5.637597005817288,0.1788854381999793,11.548104633915903
-122.3,37.9,37,2125,489.0,912,462,2.9219,217200,NEAR BAY,4.5995670995671,1.974025974025974,5.595185430349921,0.1702938636592601,12.18598869229756
-121.35,38.6,27,4314,611.0,1662,575,5.0997,170100,INLAND,7.502608695652174,2.890434782608696,5.511315632405754,1.3462912017836268,12.099923166663066
-122.08,37.6,10,3046,678.0,2056,628,3.9022,191700,NEAR BAY,4.850318471337579,3.2738853503184715,5.229541088852832,0.371214223865411,12.162858762998827
-116.76,33.46,6,1251,268.0,544,216,3.0694,173400,INLAND,5.791666666666667,2.5185185185185186,1.593267083699392,7.106236697436972,11.843615557849137
-118.36,34.1,52,1096,247.0,423,230,3.0179,500001,<1H OCEAN,4.765217391304348,1.8391304347826087,0.1300000000000058,5.465473447012618,12.686935320851328
-118.49,34.03,32,3851,900.0,1456,836,4.5208,442100,<1H OCEAN,4.606459330143541,1.7416267942583732,0.2507987240796887,5.417933185265395,13.080025399704674
-122.27,37.85,52,1228,293.0,648,303,2.1202,155500,NEAR BAY,4.052805280528053,2.1386138613861387,5.539034211845965,0.1612451549659706,11.982133590045535
-118.18,33.77,49,2297,759.0,1105,629,1.8388,175000,NEAR OCEAN,3.651828298887122,1.7567567567567568,0.2863564212655187,5.821760901995195,12.15711979921108
-119.06,36.1,21,1344,249.0,868,221,2.5893,63600,INLAND,6.081447963800905,3.927601809954751,2.207917570925153,3.743180465860545,11.183198107010003
-122.03,37.55,22,9167,1373.0,4319,1404,6.992,284800,NEAR BAY,6.529202279202279,3.076210826210826,5.158885538563542,0.439089968002002,12.776264649451761
-118.02,34.15,44,2419,437.0,1045,432,3.875,280800,INLAND,5.599537037037037,2.4189814814814814,0.241660919471891,5.690035149276324,12.563151019619706
-119.78,36.82,22,4241,1147.0,1929,971,1.7708,53500,INLAND,4.367662203913492,1.9866117404737385,3.1693059177050165,2.796319008983056,11.289877779815217
-117.94,33.86,36,2824,493.0,1394,507,4.6477,194700,<1H OCEAN,5.570019723865878,2.749506903353057,0.3551056180912905,5.9387709166122935,12.313112598564395
-116.93,32.83,21,1283,278.0,684,289,2.3203,163500,<1H OCEAN,4.439446366782007,2.366782006920415,1.7901117283566312,7.377940091922673,11.773017681620727
-121.86,37.39,17,1777,328.0,1235,329,5.4225,258100,<1H OCEAN,5.401215805471125,3.753799392097264,4.925444142409906,0.6685057965343298,12.283726982712645
-117.22,32.82,35,756,135.0,423,136,3.5234,183900,NEAR OCEAN,5.5588235294117645,3.110294117647059,1.597904878270288,7.17207083065972,12.087302485198265
-118.42,34.24,17,2049,548.0,2243,541,2.525,163700,<1H OCEAN,3.787430683918669,4.146025878003697,0.2617250465660562,5.327382096302082,11.940021979880969
-121.97,38.04,38,2505,554.0,1595,498,2.5833,83500,INLAND,5.030120481927711,3.2028112449799195,5.461959355396197,0.5162363799656082,11.446761890137768
-117.65,34.1,30,1461,341.0,1014,345,2.4667,106000,INLAND,4.234782608695652,2.9391304347826086,0.592114853723488,6.010532422339964,11.73016396490659
-121.05,39.23,20,1634,374.0,1053,390,1.5313,154900,INLAND,4.18974358974359,2.7,5.89308917292111,1.995294464483872,11.622914841097199
-120.45,34.64,17,1226,277.0,484,224,3.2167,112500,NEAR OCEAN,5.473214285714286,2.1607142857142856,2.287400271050093,3.693033983055124,12.129583247012912
-117.62,33.43,23,4052,955.0,1950,859,4.0647,240600,NEAR OCEAN,4.717112922002328,2.270081490104773,0.8768124086713103,6.463721838074404,12.614648504423863
-121.79,37.67,26,2163,339.0,947,346,6.0797,211000,INLAND,6.2514450867052025,2.73699421965318,5.070197234822341,0.628012738724294,12.47304333648428
-118.2,33.79,47,2549,626.0,1388,606,3.0135,192700,NEAR OCEAN,4.206270627062707,2.2904290429042904,0.2630589287593149,5.793487723297598,12.324026180876139
-119.03,35.36,41,2551,594.0,1342,595,1.9671,76800,INLAND,4.287394957983193,2.2554621848739496,1.5297712247261075,4.151204644437562,11.118135307374382
-116.89,33.73,15,2094,316.0,937,277,5.3623,201300,INLAND,7.55956678700361,3.3826714801444044,1.387407654584616,6.84046782025908,12.08420139047123
-122.31,37.56,52,2351,494.0,1126,482,3.9688,356900,NEAR OCEAN,4.877593360995851,2.336099585062241,5.374476718714121,0.2325940669922584,12.806892412589594
-122.73,38.43,15,3265,690.0,1629,629,3.7132,167600,<1H OCEAN,5.1907790143084265,2.589825119236884,6.272519430021728,0.7334848328356901,12.110246137193862
-117.13,33.89,4,1611,239.0,275,84,3.5781,244400,INLAND,19.178571428571427,3.273809523809524,1.121472246647235,6.552312568856895,11.909347844681461
-118.28,34.05,44,1273,474.0,1754,460,1.6037,275000,<1H OCEAN,2.767391304347826,3.8130434782608695,0.0400000000000062,5.558354072924827,12.024210150572225
-117.91,33.84,25,1021,252.0,975,258,3.125,168100,<1H OCEAN,3.9573643410852712,3.779069767441861,0.3911521443121541,5.974520901294095,11.982924578430373
-121.84,36.62,26,32,8.0,27,10,2.225,150000,<1H OCEAN,3.2,2.7,4.423222806958752,1.2835108102388562,12.276001449821273
-120.64,37.38,21,3157,637.0,2268,620,2.567,70400,INLAND,5.091935483870968,3.658064516129032,4.104741161145251,1.812456896039182,11.30679970019708
-121.82,37.32,10,2506,623.0,2634,622,3.135,231400,<1H OCEAN,4.028938906752412,4.234726688102894,4.848638984292397,0.7420242583635703,11.97388738260046
-122.1,37.61,35,2361,458.0,1727,467,4.5281,173600,NEAR BAY,5.055674518201285,3.698072805139186,5.2510189487374745,0.3488552708502518,12.17426982700029
-121.29,36.9,17,3610,593.0,1734,559,5.8324,374200,INLAND,6.457960644007156,3.1019677996422184,4.174326292948369,1.4182030884185757,12.37443173212018
-118.08,33.85,22,1055,204.0,682,216,6.0,191300,<1H OCEAN,4.88425925925926,3.1574074074074074,0.2561249694973085,5.840830420411125,12.303957535360945
-118.38,34.06,31,4345,1158.0,1987,1070,2.8233,310000,<1H OCEAN,4.0607476635514015,1.8570093457943928,0.1403566884761829,5.477681991499691,12.824168201563984
-122.11,37.4,16,1994,489.0,1173,472,4.1875,266400,NEAR BAY,4.22457627118644,2.485169491525424,5.118534946642452,0.4763402145525839,12.495301466404625
-118.32,34.06,36,3239,722.0,1383,612,4.5918,337000,<1H OCEAN,5.292483660130719,2.2598039215686274,0.0806225774829844,5.52197428461959,12.825451657164113
-118.56,34.21,13,8327,1849.0,4126,1773,3.7313,189800,<1H OCEAN,4.696559503666102,2.327129159616469,0.3577708763999746,5.243672377256227,12.319976070643477
-117.06,33.14,27,3819,674.0,2447,717,3.8185,137200,<1H OCEAN,5.326359832635983,3.4128312412831243,1.4901342221424136,7.075266779422523,11.972739979977005
-118.4,33.87,45,2093,497.0,842,472,6.3231,500001,<1H OCEAN,4.434322033898305,1.7838983050847457,0.2408318915758528,5.593755446924719,13.040270829849684
-118.34,34.07,52,3175,1057.0,1594,997,3.1766,225000,<1H OCEAN,3.184553660982949,1.5987963891675026,0.1019803902718646,5.500445436507844,12.901341893018639
-118.42,34.18,40,1013,150.0,449,166,5.7143,382400,<1H OCEAN,6.102409638554217,2.7048192771084336,0.2220360331117522,5.367327081518321,12.667179785471413
-117.15,32.81,34,1629,318.0,900,282,3.1458,178300,NEAR OCEAN,5.776595744680851,3.191489361702128,1.650969412193928,7.229744117186992,12.05262149757535
-117.72,34.07,33,4100,740.0,2580,730,3.7321,134200,INLAND,5.616438356164384,3.5342465753424657,0.5203844732503037,5.973784395171958,11.835990751300017
-118.18,34.05,41,616,196.0,814,180,3.3333,115100,<1H OCEAN,3.422222222222222,4.522222222222222,0.059999999999988,5.633054233717261,11.844522876106645
